# Python;
https://www.youtube.com/c/TechWithTim;                    PythonFromYouTube; ON
https://www.youtube.com/c/ArjanCodes;                     PythonFromYouTube; ON
https://www.youtube.com/c/anthonywritescode;              PythonFromYouTube; ON
https://www.youtube.com/c/programmingwithmosh;            PythonFromYouTube; ON
https://www.youtube.com/c/PythonEngineer;                 PythonFromYouTube; ON
https://www.youtube.com/c/mCodingWithJamesMurphy;         PythonFromYouTube; ON
https://www.youtube.com/c/MurtazasWorkshopRoboticsandAI;  PythonFromYouTube; ON

# ITNews;
https://www.youtube.com/c/DOU_youtube;                    ITnewsFromYouTube_UA; ON
https://www.youtube.com/c/SunnyDimKo;                     ITnewsFromYouTube_UA; ON
https://www.youtube.com/c/SergeyNemchinskiy;              ITnewsFromYouTube_UA; ON
https://www.youtube.com/channel/UC8p71qQexQhL0UkWSCNQEnQ; ITnewsFromYouTube_UA; ON
https://www.youtube.com/channel/UCszFm4LE06QDXO_pzWN54CQ; ITnewsFromYouTube_UA; ON
https://www.youtube.com/c/PopeliuhaQA;                    ITnewsFromYouTube_UA; ON
https://www.youtube.com/c/FreelancerLifeStyle;            ITnewsFromYouTube_UA; ON
https://www.youtube.com/channel/UCJNVBfLijFSa_tBcrNZKZag; ITnewsFromYouTube_UA; ON

# English;         
https://www.youtube.com/c/OnlinelanguageacademyEs;        EnglishFromYouTube; ON
https://www.youtube.com/c/EnglishFluencyJourney;          EnglishFromYouTube; ON
https://www.youtube.com/c/InteractiveEnglishVideos;       EnglishFromYouTube; ON
https://www.youtube.com/c/LearnEnglishWithTVSeries;       EnglishFromYouTube; ON
https://www.youtube.com/c/papateachme;                    EnglishFromYouTube; ON
https://www.youtube.com/c/EnglishClass101;                EnglishFromYouTube; ON
https://www.youtube.com/c/mmmEnglish_Emma;                EnglishFromYouTube; ON
https://www.youtube.com/c/LearnEnglishwithBobtheCanadian; EnglishFromYouTube; ON

# Since;
https://www.youtube.com/c/ScienceUAofficial;              ScienceFromYouTube_UA; ON
https://www.youtube.com/c/AlphaCentauriUkraine;           ScienceFromYouTube_UA; ON
https://www.youtube.com/c/cikavanauka;                    ScienceFromYouTube_UA; ON
https://www.youtube.com/c/Довколаботаніка;                ScienceFromYouTube_UA; ON
https://www.youtube.com/channel/UCioz7pLeEpBNrFfwHb2m-pA; ScienceFromYouTube_UA; ON
https://www.youtube.com/channel/UCi0Z9L9HrhD7oYpMs2pLxSw; ScienceFromYouTube_UA; ON
https://www.youtube.com/c/ideyaolexandrivna;              ScienceFromYouTube_UA; ON

# chatpythonua;
https://www.youtube.com/c/TechWithTim;                    chatpythonua; OFF
https://www.youtube.com/c/ArjanCodes;                     chatpythonua; OFF
https://www.youtube.com/c/anthonywritescode;              chatpythonua; OFF
https://www.youtube.com/c/programmingwithmosh;            chatpythonua; OFF
https://www.youtube.com/c/PythonEngineer;                 chatpythonua; OFF
https://www.youtube.com/c/mCodingWithJamesMurphy;         chatpythonua; OFF
https://www.youtube.com/c/MurtazasWorkshopRoboticsandAI;  chatpythonua; OFF


https://www.youtube.com/c/DOU_youtube;                    chatpythonua; OFF
https://www.youtube.com/c/SunnyDimKo;                     chatpythonua; OFF
https://www.youtube.com/c/SergeyNemchinskiy;              chatpythonua; OFF
https://www.youtube.com/channel/UCszFm4LE06QDXO_pzWN54CQ; chatpythonua; OFF


# it_switchers_ukraine
https://www.youtube.com/c/DOU_youtube;                    it_switchers_ukraine; OFF
https://www.youtube.com/c/SunnyDimKo;                     it_switchers_ukraine; OFF
https://www.youtube.com/c/SergeyNemchinskiy;              it_switchers_ukraine; OFF
https://www.youtube.com/channel/UCszFm4LE06QDXO_pzWN54CQ; it_switchers_ukraine; OFF
https://www.youtube.com/c/PopeliuhaQA;                    it_switchers_ukraine; OFF
https://www.youtube.com/c/FreelancerLifeStyle;            it_switchers_ukraine; OFF
https://www.youtube.com/channel/UCJNVBfLijFSa_tBcrNZKZag; it_switchers_ukraine; OFF
https://www.youtube.com/c/CodeUA;                         it_switchers_ukraine; OFF
https://www.youtube.com/channel/UCg-txtmOEQ8BniR8008O1mA; it_switchers_ukraine; OFF
https://www.youtube.com/c/ITVDN;                          it_switchers_ukraine; OFF
